Year,Primary County,Dual Eligible,Major Diagnostic Category,Episode Disease Category,Beneficiaries with Condition,Beneficiaries with Admissions,Total Inpatient Admissions,Beneficiaries with ER Visits,Total ER Visits
2014,Monroe,Non-Dual,Substance Abuse,Opioid Abuse,2818,1120,2238,1525,6364
2014,Suffolk,Dual,Mental Diseases And Disorders,Schizophrenia,2856,869,1329,899,2133
2014,Rockland,Non-Dual,Diabetes Mellitus,Diabetes,2863,569,1080,896,1933
2014,New York,Dual,Diabetes Mellitus,Diabetic Neuropathy,2878,1274,2433,903,2239
2014,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,2885,1578,4611,1355,4263
2014,Rensselaer,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2888,646,1270,1413,4541
2014,Saratoga,Non-Dual,Mental Diseases And Disorders,Depression,2893,672,1223,1114,3226
2014,Westchester,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,2895,1369,3352,1758,6434
2014,Niagara,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2896,687,1309,1631,5034
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2898,2531,7198,1389,5311
2014,Rensselaer,Non-Dual,Mental Diseases And Disorders,Depression,2911,779,1539,1675,5806
2014,Bronx,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,2926,1892,8743,1959,11440
2014,Erie,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2945,1357,2027,1051,2837
2014,Onondaga,Non-Dual,Mental Diseases And Disorders,Schizophrenia,2945,756,1747,1550,6564
2014,Kings,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2953,1217,2590,1058,3057
2014,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2984,1658,2580,841,1822
2014,Bronx,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2988,919,1836,989,2258
2014,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2988,2044,6475,1502,6072
2014,New York,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2993,810,1663,1025,2616
2014,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2994,2002,5298,1235,3635
2014,Queens,Non-Dual,Substance Abuse,Cocaine Abuse,3000,2069,6985,1840,7411
2014,Kings,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,3008,2638,10565,1996,10649
2014,Rockland,Non-Dual,Mental Diseases And Disorders,Depression,3010,686,1357,1139,3081
2014,Orange,Non-Dual,Diabetes Mellitus,Diabetes,3025,702,1316,1174,3306
2014,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,3037,1152,2731,1029,2507
2014,Onondaga,Dual,Diabetes Mellitus,Diabetes,3050,903,1303,976,2818
2014,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,3069,1677,3956,1031,2813
2014,St Lawrence,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3078,571,1094,1516,4094
2014,Erie,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,3080,802,1517,1903,6535
2014,Bronx,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,3084,1335,2457,788,1720
2014,Albany,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3087,915,1358,1143,3697
2014,Oswego,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3092,629,1144,1084,2820
2014,Richmond,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,3100,1274,3497,1630,5580
2014,Suffolk,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,3110,1142,1856,1081,2837
2014,Monroe,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,3111,991,1935,1910,8779
2014,Dutchess,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,3112,759,1428,1592,4564
2014,Ulster,Non-Dual,Mental Diseases And Disorders,Depression,3115,768,1512,1599,5233
2014,Queens,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,3148,874,1578,885,2140
2014,Suffolk,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,3170,1434,3562,1642,4922
2014,Erie,Non-Dual,Substance Abuse,Other Significant Drug Abuse,3172,1184,2430,1763,5679
2014,Bronx,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,3179,1005,2432,1215,2546
2014,Queens,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,3180,1342,2252,819,1943
2014,Suffolk,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,3187,1247,2817,1535,4057
2014,Westchester,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,3193,455,844,1231,2714
2014,New York,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,3204,2361,10077,2015,10195
2014,Oneida,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,3207,702,1441,1730,6028
2014,Kings,Dual,Diabetes Mellitus,Diabetic Retinopathy,3220,1001,1792,738,1356
2014,Schenectady,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,3220,679,1193,2003,6097
2014,Orange,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3224,982,1367,915,2840
2014,Erie,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,3235,1112,2017,1769,4924
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,3251,2459,4775,1075,3076
2014,Chautauqua,Non-Dual,Mental Diseases And Disorders,Depression,3253,668,1158,1746,5022
2014,Westchester,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,3262,1714,4163,1872,6938
2014,Queens,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,3270,1156,3267,1608,5521
2014,Broome,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,3286,665,1038,1816,5574
2014,Schenectady,Non-Dual,Mental Diseases And Disorders,Depression,3293,899,1708,1846,5985
2014,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,3296,1574,3795,1177,3021
2014,Nassau,Dual,Mental Diseases And Disorders,Depression,3300,1505,2350,932,2209
2014,Erie,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,3308,803,1717,1761,6387
2014,Nassau,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,3337,385,809,1136,2416
2014,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,3341,2543,7747,1661,5010
2014,Erie,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,3351,960,1870,2076,7190
2014,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,3359,1518,5368,1477,6976
2014,Oneida,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3364,968,1402,977,2512
2014,Oswego,Non-Dual,Mental Diseases And Disorders,Depression,3368,756,1360,1455,4031
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,3402,2493,4301,833,1543
2014,Rockland,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3408,888,1258,824,1616
2014,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,3415,1678,3941,1460,4085
2014,Suffolk,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,3465,1756,2668,1061,2471
2014,Chautauqua,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3471,551,961,1562,4283
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,3475,3145,5594,1002,2030
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,3475,1969,5020,1241,3998
2014,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,3492,1892,3003,1216,3088
2014,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,3500,2904,5673,1169,2707
2014,Westchester,Non-Dual,Mental Diseases And Disorders,Schizophrenia,3520,1274,2811,1769,6135
2014,Dutchess,Non-Dual,Mental Diseases And Disorders,Depression,3541,993,2053,1790,5862
2014,Rockland,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,3547,645,1203,1575,3699
2014,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,3550,1894,3270,902,1934
2014,Ulster,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3573,756,1445,1524,4590
2014,Bronx,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,3577,1951,5842,1750,5090
2014,Onondaga,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,3581,1106,2479,1999,8277
2014,New York,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,3589,1220,3714,1825,6726
2014,Niagara,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,3589,736,1234,2044,5911
2014,Queens,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,3608,1420,3565,1383,3824
2014,Kings,Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,3624,1340,2414,755,1357
2014,Onondaga,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,3626,367,677,1195,3125
2014,Bronx,Dual,Diabetes Mellitus,Diabetic Neuropathy,3643,1838,3723,1163,2334
2014,Erie,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,3648,1239,2374,2238,8229
2014,Queens,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,3690,834,1871,1049,2099
2014,Richmond,Dual,Diabetes Mellitus,Diabetes,3691,1347,2020,914,2077
2014,Nassau,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,3722,1976,4868,1967,6359
2014,Schenectady,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3761,785,1509,1755,5048
2014,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,3809,2736,10201,2209,14298
2014,Erie,Dual,Mental Diseases And Disorders,Depression,3813,1381,2079,1407,4098
2014,New York,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",3815,996,3752,2063,8990
2014,Queens,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,3819,1164,2927,1637,4488
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,3837,1813,4906,1473,4019
2014,Erie,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,3845,1396,2793,2192,7124
2014,Nassau,Non-Dual,Mental Diseases And Disorders,Schizophrenia,3856,1184,2652,1645,4660
2014,New York,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,3880,1279,4393,2267,8290
2014,Albany,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,3892,883,1748,2333,8343
2014,Kings,Dual,Diabetes Mellitus,Other Diabetic Complications,3901,2289,4500,1113,2272
2014,New York,Dual,Mental Diseases And Disorders,Schizophrenia,4001,1465,2944,1324,4083
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,4025,3567,6573,1112,2307
2014,Albany,Non-Dual,Mental Diseases And Disorders,Depression,4053,1145,2480,2167,8231
2014,Queens,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",4068,823,2230,1886,5495
2014,Bronx,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,4103,3125,12058,2468,10469
2014,Kings,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,4116,1043,2371,1404,3117
2014,Nassau,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,4145,1624,4040,1978,6175
2014,Queens,Dual,Diabetes Mellitus,Diabetic Neuropathy,4167,1379,2396,985,2050
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,4172,3183,6343,1103,2168
2014,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,4182,2223,3377,1148,2392
2014,Dutchess,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,4183,843,1631,1710,4687
2014,Broome,Non-Dual,Mental Diseases And Disorders,Depression,4186,847,1445,2034,5961
2014,Onondaga,Non-Dual,Diabetes Mellitus,Diabetes,4225,1044,2113,1973,6840
2014,Suffolk,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,4239,1946,5252,2588,9795
2014,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,4243,2856,5093,1073,2083
2014,Kings,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,4261,2541,4753,1171,2343
2014,Oneida,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,4268,853,1431,2164,6034
2014,Bronx,Dual,Mental Diseases And Disorders,Schizophrenia,4276,1605,3085,1295,3587
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,4284,3012,8689,1868,5993
2014,New York,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,4316,1556,5370,2542,9754
2014,Kings,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,4332,2923,10606,2526,10792
2014,Orange,Non-Dual,Mental Diseases And Disorders,Depression,4368,1055,2049,2048,6380
2014,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,4391,2935,5119,1233,2877
2014,Onondaga,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,4406,1044,2377,2299,9659
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,4425,2699,4631,1058,2422
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,4429,2671,4949,972,1900
2014,Richmond,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,4451,1040,2935,1999,5836
2014,Kings,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,4467,2090,5999,1999,6613
2014,Westchester,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,4537,983,2366,2250,6573
2014,New York,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,4545,1662,6544,2324,12002
2014,Monroe,Dual,Mental Diseases And Disorders,Depression,4552,1691,2515,1688,6765
2014,Bronx,Non-Dual,Substance Abuse,Other Significant Drug Abuse,4558,2539,10807,2709,12567
2014,New York,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,4561,2001,6174,2239,8891
2014,Suffolk,Non-Dual,Substance Abuse,Other Significant Drug Abuse,4575,2027,5434,2517,8196
2014,Suffolk,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,4610,2295,6102,2776,9995
2014,Suffolk,Dual,Mental Diseases And Disorders,Depression,4635,1905,3069,1470,3761
2014,Niagara,Non-Dual,Mental Diseases And Disorders,Depression,4641,1313,2311,2570,7533
2014,Broome,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,4644,844,1383,1926,5325
2014,Monroe,Non-Dual,Mental Diseases And Disorders,Schizophrenia,4656,1129,2143,2412,9895
2014,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,4656,2112,6507,1825,6673
2014,New York,Non-Dual,Substance Abuse,Other Significant Drug Abuse,4679,2598,11471,2813,14609
2014,Onondaga,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,4799,1333,1996,1545,4642
2014,New York,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,4855,2202,7320,2507,11626
2014,Niagara,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,4866,1011,1830,2225,5899
2014,Kings,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,4883,2199,4015,1157,2793
2014,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,4919,3037,7799,1874,4993
2014,Orange,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,4929,1005,1787,2464,7537
2014,Monroe,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,4936,2100,4070,2962,12298
2014,New York,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,4939,2768,5014,1400,3866
2014,Erie,Non-Dual,Mental Diseases And Disorders,Schizophrenia,4971,1343,2504,2561,9095
2014,Kings,Non-Dual,Substance Abuse,Other Significant Drug Abuse,4980,2569,10212,2821,13095
2014,Queens,Dual,Mental Diseases And Disorders,Schizophrenia,5004,1794,3036,1288,3284
2014,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,5013,2495,3681,1413,3072
2014,New York,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,5128,1437,4074,2312,7094
2014,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,5130,2931,8370,2456,7893
2014,Westchester,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,5198,1887,4144,2780,8606
2014,Kings,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,5266,1421,2741,1327,3373
2014,Suffolk,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,5276,778,1646,1917,4427
2014,Kings,Dual,Mental Diseases And Disorders,Schizophrenia,5282,1938,3563,1472,3861
2014,Queens,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,5325,1519,4512,2144,6775
2014,Suffolk,Non-Dual,Mental Diseases And Disorders,Schizophrenia,5345,1779,4322,2591,8296
2014,Monroe,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,5386,2009,3954,3221,13772
2014,Albany,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,5391,1185,2418,2570,7950
2014,Rockland,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,5416,912,1728,1621,3461
2014,Bronx,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,5541,1738,4771,3034,9853
2014,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,5548,3838,11514,2683,7856
2014,Kings,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,5601,1826,4651,2451,7253
2014,Erie,Dual,Diabetes Mellitus,Diabetes,5618,1762,2497,1806,4359
2014,Oneida,Non-Dual,Mental Diseases And Disorders,Depression,5641,1375,2632,2773,8605
2014,Westchester,Dual,Diabetes Mellitus,Diabetes,5686,2120,3321,1803,4034
2014,Suffolk,Non-Dual,Substance Abuse,Opioid Abuse,5692,2774,6987,3204,10359
2014,Bronx,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,5709,3434,6533,1602,3590
2014,Queens,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,5737,2004,3368,1555,3769
2014,Kings,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,5747,1650,4776,2907,9538
2014,Nassau,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,5766,1200,3250,2344,6535
